,State Code,County Code,year,month,Land Use,Good,Moderate,Unhealthy,Unhealthy for Sensitive Group,Very Unhealthy
21652,34,11,2020,11,INDUSTRIAL,30,0,0,0,0
21653,34,11,2020,12,INDUSTRIAL,31,0,0,0,0
21654,34,13,2018,1,RESIDENTIAL,29,2,0,0,0
21655,34,13,2018,2,RESIDENTIAL,25,3,0,0,0
21656,34,13,2018,3,RESIDENTIAL,30,1,0,0,0
21657,34,13,2018,4,RESIDENTIAL,27,2,0,0,0
21658,34,13,2018,5,RESIDENTIAL,22,8,0,1,0
21659,34,13,2018,6,RESIDENTIAL,24,6,0,0,0
21660,34,13,2018,7,RESIDENTIAL,20,9,1,1,0
21661,34,13,2018,8,RESIDENTIAL,23,8,0,0,0
21662,34,13,2018,9,RESIDENTIAL,29,1,0,0,0
21663,34,13,2018,10,RESIDENTIAL,29,1,0,0,0
21664,34,13,2018,11,RESIDENTIAL,28,2,0,0,0
21665,34,13,2018,12,RESIDENTIAL,28,3,0,0,0
21666,34,13,2019,1,RESIDENTIAL,26,4,0,0,0
21667,34,13,2019,2,RESIDENTIAL,22,5,0,0,0
21668,34,13,2019,3,RESIDENTIAL,21,9,0,0,0
21669,34,13,2019,4,RESIDENTIAL,25,5,0,0,0
21670,34,13,2019,5,RESIDENTIAL,30,1,0,0,0
21671,34,13,2019,6,RESIDENTIAL,22,8,0,0,0
21672,34,13,2019,7,RESIDENTIAL,17,14,0,0,0
21673,34,13,2019,8,RESIDENTIAL,26,5,0,0,0
21674,34,13,2019,9,RESIDENTIAL,26,4,0,0,0
21675,34,13,2019,10,RESIDENTIAL,30,1,0,0,0
21676,34,13,2019,11,RESIDENTIAL,27,2,0,0,0
21677,34,13,2019,12,RESIDENTIAL,28,3,0,0,0
21678,34,13,2020,1,RESIDENTIAL,28,3,0,0,0
21679,34,13,2020,2,RESIDENTIAL,25,4,0,0,0
21680,34,13,2020,3,RESIDENTIAL,31,0,0,0,0
21681,34,13,2020,4,RESIDENTIAL,30,0,0,0,0
21682,34,13,2020,5,RESIDENTIAL,31,0,0,0,0
21683,34,13,2020,6,RESIDENTIAL,26,4,0,0,0
21684,34,13,2020,7,RESIDENTIAL,20,11,0,0,0
21685,34,13,2020,8,RESIDENTIAL,25,5,0,0,0
21686,34,13,2020,9,RESIDENTIAL,28,2,0,0,0
21687,34,13,2020,10,RESIDENTIAL,31,0,0,0,0
21688,34,13,2020,11,RESIDENTIAL,27,3,0,0,0
21689,34,13,2020,12,RESIDENTIAL,29,2,0,0,0
21690,34,15,2018,1,AGRICULTURAL,7,2,0,0,0
21691,34,15,2018,2,AGRICULTURAL,8,0,0,0,0
21692,34,15,2018,3,AGRICULTURAL,31,0,0,0,0
21693,34,15,2018,4,AGRICULTURAL,25,5,0,0,0
21694,34,15,2018,5,AGRICULTURAL,20,10,0,1,0
21695,34,15,2018,6,AGRICULTURAL,23,6,0,1,0
21696,34,15,2018,7,AGRICULTURAL,24,4,0,3,0
21697,34,15,2018,8,AGRICULTURAL,22,9,0,0,0
21698,34,15,2018,9,AGRICULTURAL,28,2,0,0,0
21699,34,15,2018,10,AGRICULTURAL,30,0,0,0,0
21700,34,15,2018,11,AGRICULTURAL,7,1,0,0,0
21701,34,15,2018,12,AGRICULTURAL,6,2,0,0,0
21702,34,15,2019,1,AGRICULTURAL,8,2,0,0,0
21703,34,15,2019,2,AGRICULTURAL,7,3,0,0,0
21704,34,15,2019,3,AGRICULTURAL,30,1,0,0,0
21705,34,15,2019,4,AGRICULTURAL,30,0,0,0,0
21706,34,15,2019,5,AGRICULTURAL,31,0,0,0,0
21707,34,15,2019,6,AGRICULTURAL,24,5,0,0,0
21708,34,15,2019,7,AGRICULTURAL,20,10,0,1,0
21709,34,15,2019,8,AGRICULTURAL,25,6,0,0,0
21710,34,15,2019,9,AGRICULTURAL,27,3,0,0,0
21711,34,15,2019,10,AGRICULTURAL,30,0,0,0,0
21712,34,15,2019,11,AGRICULTURAL,10,0,0,0,0
21713,34,15,2019,12,AGRICULTURAL,7,3,0,0,0
21714,34,15,2020,1,AGRICULTURAL,10,0,0,0,0
21715,34,15,2020,2,AGRICULTURAL,10,0,0,0,0
21716,34,15,2020,3,AGRICULTURAL,30,1,0,0,0
21717,34,15,2020,4,AGRICULTURAL,30,0,0,0,0
21718,34,15,2020,5,AGRICULTURAL,24,2,0,0,0
21719,34,15,2020,6,AGRICULTURAL,13,4,0,0,0
21720,34,15,2020,7,AGRICULTURAL,15,7,0,0,0
21721,34,15,2020,8,AGRICULTURAL,27,4,0,0,0
21722,34,15,2020,9,AGRICULTURAL,28,2,0,0,0
21723,34,15,2020,10,AGRICULTURAL,31,0,0,0,0
21724,34,15,2020,11,AGRICULTURAL,12,0,0,0,0
21725,34,15,2020,12,AGRICULTURAL,8,2,0,0,0
21726,34,17,2018,1,COMMERCIAL,20,11,0,0,0
21727,34,17,2018,2,COMMERCIAL,22,6,0,0,0
21728,34,17,2018,3,COMMERCIAL,24,7,0,0,0
21729,34,17,2018,4,COMMERCIAL,22,8,0,0,0
21730,34,17,2018,5,COMMERCIAL,18,13,0,0,0
21731,34,17,2018,6,COMMERCIAL,23,5,0,2,0
21732,34,17,2018,7,COMMERCIAL,15,10,1,2,0
21733,34,17,2018,7,RESIDENTIAL,2,1,0,0,0
21734,34,17,2018,8,COMMERCIAL,18,11,0,0,0
21735,34,17,2018,8,RESIDENTIAL,2,0,0,0,0
21736,34,17,2018,9,COMMERCIAL,28,2,0,0,0
21737,34,17,2018,10,COMMERCIAL,29,0,0,0,0
21738,34,17,2018,10,RESIDENTIAL,2,0,0,0,0
21739,34,17,2018,11,COMMERCIAL,27,1,0,0,0
21740,34,17,2018,11,RESIDENTIAL,0,2,0,0,0
21741,34,17,2018,12,COMMERCIAL,21,7,0,0,0
21742,34,17,2018,12,RESIDENTIAL,1,2,0,0,0
21743,34,17,2019,1,COMMERCIAL,25,6,0,0,0
21744,34,17,2019,2,COMMERCIAL,23,4,0,0,0
21745,34,17,2019,2,RESIDENTIAL,1,0,0,0,0
21746,34,17,2019,3,COMMERCIAL,20,9,0,0,0
21747,34,17,2019,3,RESIDENTIAL,2,0,0,0,0
21748,34,17,2019,4,COMMERCIAL,27,1,0,0,0
21749,34,17,2019,4,RESIDENTIAL,1,1,0,0,0
21750,34,17,2019,5,COMMERCIAL,29,1,0,0,0
21751,34,17,2019,5,RESIDENTIAL,0,1,0,0,0
21752,34,17,2019,6,COMMERCIAL,17,9,0,0,0
21753,34,17,2019,6,RESIDENTIAL,3,1,0,0,0
21754,34,17,2019,7,COMMERCIAL,15,11,0,0,0
21755,34,17,2019,7,RESIDENTIAL,4,1,0,0,0
21756,34,17,2019,8,COMMERCIAL,26,3,0,0,0
21757,34,17,2019,8,RESIDENTIAL,1,1,0,0,0
21758,34,17,2019,9,COMMERCIAL,27,3,0,0,0
21759,34,17,2019,10,COMMERCIAL,27,3,0,0,0
21760,34,17,2019,10,RESIDENTIAL,1,0,0,0,0
21761,34,17,2019,11,COMMERCIAL,22,6,0,0,0
21762,34,17,2019,11,RESIDENTIAL,1,1,0,0,0
21763,34,17,2019,12,COMMERCIAL,24,7,0,0,0
21764,34,17,2020,1,COMMERCIAL,21,7,0,0,0
21765,34,17,2020,1,RESIDENTIAL,2,1,0,0,0
21766,34,17,2020,2,COMMERCIAL,21,6,0,0,0
21767,34,17,2020,2,RESIDENTIAL,2,0,0,0,0
21768,34,17,2020,3,COMMERCIAL,30,1,0,0,0
21769,34,17,2020,4,COMMERCIAL,30,0,0,0,0
21770,34,17,2020,5,COMMERCIAL,31,0,0,0,0
21771,34,17,2020,6,COMMERCIAL,26,4,0,0,0
21772,34,17,2020,7,COMMERCIAL,23,8,0,0,0
21773,34,17,2020,8,COMMERCIAL,28,3,0,0,0
21774,34,17,2020,9,COMMERCIAL,27,3,0,0,0
21775,34,17,2020,10,COMMERCIAL,29,2,0,0,0
21776,34,17,2020,11,COMMERCIAL,25,5,0,0,0
21777,34,17,2020,12,COMMERCIAL,24,7,0,0,0
21778,34,19,2018,1,AGRICULTURAL,27,0,0,0,0
21779,34,19,2018,2,AGRICULTURAL,28,0,0,0,0
21780,34,19,2018,3,AGRICULTURAL,31,0,0,0,0
21781,34,19,2018,4,AGRICULTURAL,25,5,0,0,0
21782,34,19,2018,5,AGRICULTURAL,21,10,0,0,0
21783,34,19,2018,6,AGRICULTURAL,25,5,0,0,0
21784,34,19,2018,7,AGRICULTURAL,19,10,1,1,0
21785,34,19,2018,8,AGRICULTURAL,22,8,0,0,0
21786,34,19,2018,9,AGRICULTURAL,20,1,0,0,0
21787,34,19,2018,10,AGRICULTURAL,29,0,0,0,0
21788,34,19,2018,11,AGRICULTURAL,30,0,0,0,0
21789,34,19,2018,12,AGRICULTURAL,31,0,0,0,0
21790,34,19,2019,1,AGRICULTURAL,31,0,0,0,0
21791,34,19,2019,2,AGRICULTURAL,23,0,0,0,0
21792,34,19,2019,3,AGRICULTURAL,30,1,0,0,0
21793,34,19,2019,4,AGRICULTURAL,28,1,0,0,0
21794,34,19,2019,5,AGRICULTURAL,31,0,0,0,0
21795,34,19,2019,6,AGRICULTURAL,24,6,0,0,0
21796,34,19,2019,7,AGRICULTURAL,22,9,0,0,0
21797,34,19,2019,8,AGRICULTURAL,25,6,0,0,0
21798,34,19,2019,9,AGRICULTURAL,26,4,0,0,0
21799,34,19,2019,10,AGRICULTURAL,31,0,0,0,0
21800,34,19,2019,11,AGRICULTURAL,30,0,0,0,0
21801,34,19,2019,12,AGRICULTURAL,31,0,0,0,0
21802,34,19,2020,1,AGRICULTURAL,31,0,0,0,0
21803,34,19,2020,2,AGRICULTURAL,29,0,0,0,0
21804,34,19,2020,3,AGRICULTURAL,31,0,0,0,0
21805,34,19,2020,4,AGRICULTURAL,30,0,0,0,0
21806,34,19,2020,5,AGRICULTURAL,31,0,0,0,0
21807,34,19,2020,6,AGRICULTURAL,25,5,0,0,0
21808,34,19,2020,7,AGRICULTURAL,26,5,0,0,0
21809,34,19,2020,8,AGRICULTURAL,29,1,0,0,0
21810,34,19,2020,9,AGRICULTURAL,30,0,0,0,0
21811,34,19,2020,10,AGRICULTURAL,31,0,0,0,0
21812,34,19,2020,11,AGRICULTURAL,29,0,0,0,0
21813,34,19,2020,12,AGRICULTURAL,31,0,0,0,0
21814,34,21,2018,1,FOREST,4,0,0,0,0
21815,34,21,2018,1,RESIDENTIAL,19,8,0,0,0
21816,34,21,2018,2,FOREST,4,0,0,0,0
21817,34,21,2018,2,RESIDENTIAL,20,4,0,0,0
21818,34,21,2018,3,FOREST,16,0,0,0,0
21819,34,21,2018,3,RESIDENTIAL,14,1,0,0,0
21820,34,21,2018,4,FOREST,14,5,0,0,0
21821,34,21,2018,4,RESIDENTIAL,11,0,0,0,0
21822,34,21,2018,5,FOREST,8,7,0,0,0
21823,34,21,2018,5,RESIDENTIAL,13,3,0,0,0
21824,34,21,2018,6,FOREST,19,2,0,1,0
21825,34,21,2018,6,RESIDENTIAL,3,5,0,0,0
21826,34,21,2018,7,FOREST,12,5,1,2,0
21827,34,21,2018,7,RESIDENTIAL,7,3,0,1,0
21828,34,21,2018,8,FOREST,16,5,0,0,0
21829,34,21,2018,8,RESIDENTIAL,6,4,0,0,0
21830,34,21,2018,9,FOREST,20,1,0,0,0
21831,34,21,2018,9,RESIDENTIAL,9,0,0,0,0
21832,34,21,2018,10,FOREST,25,0,0,0,0
21833,34,21,2018,10,RESIDENTIAL,6,0,0,0,0
21834,34,21,2018,11,FOREST,16,0,0,0,0
21835,34,21,2018,11,RESIDENTIAL,12,2,0,0,0
21836,34,21,2018,12,FOREST,11,0,0,0,0
21837,34,21,2018,12,RESIDENTIAL,15,5,0,0,0
21838,34,21,2019,1,FOREST,16,0,0,0,0
21839,34,21,2019,1,RESIDENTIAL,9,6,0,0,0
21840,34,21,2019,2,FOREST,13,0,0,0,0
21841,34,21,2019,2,RESIDENTIAL,10,5,0,0,0
21842,34,21,2019,3,FOREST,14,1,0,0,0
21843,34,21,2019,3,RESIDENTIAL,13,3,0,0,0
21844,34,21,2019,4,FOREST,26,2,0,0,0
21845,34,21,2019,4,RESIDENTIAL,2,0,0,0,0
21846,34,21,2019,5,FOREST,24,2,0,0,0
21847,34,21,2019,5,RESIDENTIAL,5,0,0,0,0
21848,34,21,2019,6,FOREST,18,6,0,1,0
21849,34,21,2019,6,RESIDENTIAL,5,0,0,0,0
21850,34,21,2019,7,FOREST,10,7,0,0,0
21851,34,21,2019,7,RESIDENTIAL,8,6,0,0,0
21852,34,21,2019,8,FOREST,10,4,0,0,0
21853,34,21,2019,8,RESIDENTIAL,13,4,0,0,0
21854,34,21,2019,9,FOREST,21,4,0,0,0
21855,34,21,2019,9,RESIDENTIAL,3,2,0,0,0
21856,34,21,2019,10,FOREST,25,1,0,0,0
21857,34,21,2019,10,RESIDENTIAL,5,0,0,0,0
21858,34,21,2019,11,FOREST,19,0,0,0,0
21859,34,21,2019,11,RESIDENTIAL,6,5,0,0,0
21860,34,21,2019,12,FOREST,14,0,0,0,0
21861,34,21,2019,12,RESIDENTIAL,9,8,0,0,0
21862,34,21,2020,1,FOREST,3,0,0,0,0
21863,34,21,2020,1,RESIDENTIAL,24,4,0,0,0
21864,34,21,2020,2,FOREST,1,0,0,0,0
21865,34,21,2020,2,RESIDENTIAL,25,3,0,0,0
21866,34,21,2020,3,FOREST,14,0,0,0,0
21867,34,21,2020,3,RESIDENTIAL,17,0,0,0,0
21868,34,21,2020,4,FOREST,9,0,0,0,0
21869,34,21,2020,4,RESIDENTIAL,21,0,0,0,0
21870,34,21,2020,5,FOREST,8,0,0,0,0
21871,34,21,2020,5,RESIDENTIAL,22,1,0,0,0
21872,34,21,2020,6,FOREST,6,1,0,0,0
21873,34,21,2020,6,RESIDENTIAL,17,5,0,1,0
21874,34,21,2020,7,FOREST,7,1,0,0,0
21875,34,21,2020,7,RESIDENTIAL,16,7,0,0,0
21876,34,21,2020,8,FOREST,9,1,0,0,0
21877,34,21,2020,8,RESIDENTIAL,16,5,0,0,0
21878,34,21,2020,9,FOREST,15,0,0,0,0
21879,34,21,2020,9,RESIDENTIAL,15,0,0,0,0
21880,34,21,2020,10,FOREST,14,0,0,0,0
21881,34,21,2020,10,RESIDENTIAL,17,0,0,0,0
21882,34,21,2020,11,FOREST,21,0,0,0,0
21883,34,21,2020,11,RESIDENTIAL,9,0,0,0,0
21884,34,21,2020,12,FOREST,20,0,0,0,0
21885,34,21,2020,12,RESIDENTIAL,11,0,0,0,0
21886,34,23,2018,1,AGRICULTURAL,29,2,0,0,0
21887,34,23,2018,2,AGRICULTURAL,28,0,0,0,0
21888,34,23,2018,3,AGRICULTURAL,31,0,0,0,0
21889,34,23,2018,4,AGRICULTURAL,27,3,0,0,0
21890,34,23,2018,5,AGRICULTURAL,21,10,0,0,0
21891,34,23,2018,6,AGRICULTURAL,24,4,0,2,0
21892,34,23,2018,7,AGRICULTURAL,19,9,0,3,0
21893,34,23,2018,8,AGRICULTURAL,18,13,0,0,0
21894,34,23,2018,9,AGRICULTURAL,28,2,0,0,0
21895,34,23,2018,10,AGRICULTURAL,31,0,0,0,0
21896,34,23,2018,11,AGRICULTURAL,29,1,0,0,0
21897,34,23,2018,12,AGRICULTURAL,29,2,0,0,0
21898,34,23,2019,1,AGRICULTURAL,29,2,0,0,0
21899,34,23,2019,2,AGRICULTURAL,26,2,0,0,0
21900,34,23,2019,3,AGRICULTURAL,28,2,0,0,0
21901,34,23,2019,4,AGRICULTURAL,28,2,0,0,0
21902,34,23,2019,5,AGRICULTURAL,29,2,0,0,0
21903,34,23,2019,6,AGRICULTURAL,21,9,0,0,0
21904,34,23,2019,7,AGRICULTURAL,17,12,0,2,0
21905,34,23,2019,8,AGRICULTURAL,24,7,0,0,0
21906,34,23,2019,9,AGRICULTURAL,26,4,0,0,0
21907,34,23,2019,10,AGRICULTURAL,29,0,0,0,0
21908,34,23,2019,11,AGRICULTURAL,29,1,0,0,0
21909,34,23,2019,12,AGRICULTURAL,28,3,0,0,0
21910,34,23,2020,1,AGRICULTURAL,30,1,0,0,0
21911,34,23,2020,2,AGRICULTURAL,28,1,0,0,0
21912,34,23,2020,3,AGRICULTURAL,31,0,0,0,0
21913,34,23,2020,4,AGRICULTURAL,30,0,0,0,0
21914,34,23,2020,5,AGRICULTURAL,30,1,0,0,0
21915,34,23,2020,6,AGRICULTURAL,26,3,0,1,0
21916,34,23,2020,7,AGRICULTURAL,23,8,0,0,0
21917,34,23,2020,8,AGRICULTURAL,27,4,0,0,0
21918,34,23,2020,9,AGRICULTURAL,30,0,0,0,0
21919,34,23,2020,10,AGRICULTURAL,31,0,0,0,0
21920,34,23,2020,11,AGRICULTURAL,29,1,0,0,0
21921,34,23,2020,12,AGRICULTURAL,30,1,0,0,0
21922,34,25,2018,2,COMMERCIAL,1,0,0,0,0
21923,34,25,2018,3,COMMERCIAL,31,0,0,0,0
21924,34,25,2018,4,COMMERCIAL,30,0,0,0,0
21925,34,25,2018,5,COMMERCIAL,27,4,0,0,0
21926,34,25,2018,6,COMMERCIAL,24,6,0,0,0
21927,34,25,2018,7,COMMERCIAL,26,5,0,0,0
21928,34,25,2018,8,COMMERCIAL,24,7,0,0,0
21929,34,25,2018,9,COMMERCIAL,29,1,0,0,0
21930,34,25,2018,10,COMMERCIAL,31,0,0,0,0
21931,34,25,2019,2,COMMERCIAL,1,0,0,0,0
21932,34,25,2019,3,COMMERCIAL,31,0,0,0,0
21933,34,25,2019,4,COMMERCIAL,30,0,0,0,0
21934,34,25,2019,5,COMMERCIAL,30,1,0,0,0
21935,34,25,2019,6,COMMERCIAL,27,3,0,0,0
21936,34,25,2019,7,COMMERCIAL,21,8,0,0,0
21937,34,25,2019,8,COMMERCIAL,26,5,0,0,0
21938,34,25,2019,9,COMMERCIAL,29,1,0,0,0
21939,34,25,2019,10,COMMERCIAL,31,0,0,0,0
21940,34,25,2020,2,COMMERCIAL,1,0,0,0,0
21941,34,25,2020,3,COMMERCIAL,31,0,0,0,0
21942,34,25,2020,4,COMMERCIAL,30,0,0,0,0
21943,34,25,2020,5,COMMERCIAL,31,0,0,0,0
21944,34,25,2020,6,COMMERCIAL,25,5,0,0,0
21945,34,25,2020,7,COMMERCIAL,25,6,0,0,0
21946,34,25,2020,8,COMMERCIAL,27,2,0,0,0
21947,34,25,2020,9,COMMERCIAL,30,0,0,0,0
21948,34,25,2020,10,COMMERCIAL,15,0,0,0,0
21949,34,27,2018,1,AGRICULTURAL,31,0,0,0,0
21950,34,27,2018,2,AGRICULTURAL,28,0,0,0,0
21951,34,27,2018,3,AGRICULTURAL,31,0,0,0,0
21952,34,27,2018,4,AGRICULTURAL,25,5,0,0,0
21953,34,27,2018,5,AGRICULTURAL,21,10,0,0,0
21954,34,27,2018,6,AGRICULTURAL,23,7,0,0,0
21955,34,27,2018,7,AGRICULTURAL,19,9,0,3,0
21956,34,27,2018,8,AGRICULTURAL,26,5,0,0,0
21957,34,27,2018,9,AGRICULTURAL,30,0,0,0,0
21958,34,27,2018,10,AGRICULTURAL,31,0,0,0,0
21959,34,27,2018,11,AGRICULTURAL,30,0,0,0,0
21960,34,27,2018,12,AGRICULTURAL,31,0,0,0,0
21961,34,27,2019,1,AGRICULTURAL,31,0,0,0,0
21962,34,27,2019,2,AGRICULTURAL,27,1,0,0,0
21963,34,27,2019,3,AGRICULTURAL,29,2,0,0,0
21964,34,27,2019,4,AGRICULTURAL,28,2,0,0,0
21965,34,27,2019,5,AGRICULTURAL,31,0,0,0,0
21966,34,27,2019,6,AGRICULTURAL,24,6,0,0,0
21967,34,27,2019,7,AGRICULTURAL,23,8,0,0,0
21968,34,27,2019,8,AGRICULTURAL,27,4,0,0,0
21969,34,27,2019,9,AGRICULTURAL,27,3,0,0,0
21970,34,27,2019,10,AGRICULTURAL,31,0,0,0,0
21971,34,27,2019,11,AGRICULTURAL,30,0,0,0,0
21972,34,27,2019,12,AGRICULTURAL,30,1,0,0,0
21973,34,27,2020,1,AGRICULTURAL,30,1,0,0,0
21974,34,27,2020,2,AGRICULTURAL,29,0,0,0,0
21975,34,27,2020,3,AGRICULTURAL,31,0,0,0,0
21976,34,27,2020,4,AGRICULTURAL,30,0,0,0,0
21977,34,27,2020,5,AGRICULTURAL,30,1,0,0,0
21978,34,27,2020,6,AGRICULTURAL,26,4,0,0,0
21979,34,27,2020,7,AGRICULTURAL,26,5,0,0,0
21980,34,27,2020,8,AGRICULTURAL,29,2,0,0,0
21981,34,27,2020,9,AGRICULTURAL,30,0,0,0,0
21982,34,27,2020,10,AGRICULTURAL,31,0,0,0,0
21983,34,27,2020,11,AGRICULTURAL,30,0,0,0,0
21984,34,27,2020,12,AGRICULTURAL,29,2,0,0,0
21985,34,29,2018,1,RESIDENTIAL,28,2,0,0,0
21986,34,29,2018,2,RESIDENTIAL,27,1,0,0,0
21987,34,29,2018,3,AGRICULTURAL,24,0,0,0,0
21988,34,29,2018,3,RESIDENTIAL,7,0,0,0,0
21989,34,29,2018,4,AGRICULTURAL,26,4,0,0,0
21990,34,29,2018,5,AGRICULTURAL,20,8,0,2,0
21991,34,29,2018,5,RESIDENTIAL,1,0,0,0,0
21992,34,29,2018,6,AGRICULTURAL,19,8,0,1,0
21993,34,29,2018,6,RESIDENTIAL,2,0,0,0,0
21994,34,29,2018,7,AGRICULTURAL,17,6,0,1,0
21995,34,29,2018,7,RESIDENTIAL,6,1,0,0,0
21996,34,29,2018,8,AGRICULTURAL,20,6,0,0,0
21997,34,29,2018,8,RESIDENTIAL,3,2,0,0,0
21998,34,29,2018,9,AGRICULTURAL,27,1,0,0,0
21999,34,29,2018,9,RESIDENTIAL,2,0,0,0,0
22000,34,29,2018,10,AGRICULTURAL,29,0,0,0,0
22001,34,29,2018,10,RESIDENTIAL,2,0,0,0,0
22002,34,29,2018,11,RESIDENTIAL,15,0,0,0,0
22003,34,29,2018,12,RESIDENTIAL,28,2,0,0,0
22004,34,29,2019,1,RESIDENTIAL,28,3,0,0,0
22005,34,29,2019,2,RESIDENTIAL,25,3,0,0,0
22006,34,29,2019,3,AGRICULTURAL,21,2,0,0,0
22007,34,29,2019,3,RESIDENTIAL,3,5,0,0,0
22008,34,29,2019,4,AGRICULTURAL,26,3,0,0,0
22009,34,29,2019,4,RESIDENTIAL,0,1,0,0,0
22010,34,29,2019,5,AGRICULTURAL,28,3,0,0,0
22011,34,29,2019,6,AGRICULTURAL,20,7,0,0,0
22012,34,29,2019,6,RESIDENTIAL,3,0,0,0,0
22013,34,29,2019,7,AGRICULTURAL,15,7,0,2,0
22014,34,29,2019,7,RESIDENTIAL,5,2,0,0,0
22015,34,29,2019,8,AGRICULTURAL,22,5,0,0,0
22016,34,29,2019,8,RESIDENTIAL,3,1,0,0,0
22017,34,29,2019,9,AGRICULTURAL,29,1,0,0,0
22018,34,29,2019,10,AGRICULTURAL,30,1,0,0,0
22019,34,29,2019,11,RESIDENTIAL,23,0,0,0,0
22020,34,29,2019,12,RESIDENTIAL,17,5,0,0,0
22021,34,29,2020,1,RESIDENTIAL,29,0,0,0,0
22022,34,29,2020,2,AGRICULTURAL,1,0,0,0,0
22023,34,29,2020,2,RESIDENTIAL,20,0,0,0,0
22024,34,29,2020,3,AGRICULTURAL,30,0,0,0,0
22025,34,29,2020,3,RESIDENTIAL,0,1,0,0,0
22026,34,29,2020,4,AGRICULTURAL,30,0,0,0,0
22027,34,29,2020,5,AGRICULTURAL,31,0,0,0,0
22028,34,29,2020,6,AGRICULTURAL,25,4,0,0,0
22029,34,29,2020,7,AGRICULTURAL,22,5,0,0,0
22030,34,29,2020,7,RESIDENTIAL,2,2,0,0,0
22031,34,29,2020,8,AGRICULTURAL,19,3,0,0,0
22032,34,29,2020,8,RESIDENTIAL,9,0,0,0,0
22033,34,29,2020,9,AGRICULTURAL,27,0,0,0,0
22034,34,29,2020,9,RESIDENTIAL,2,1,0,0,0
22035,34,29,2020,10,AGRICULTURAL,28,0,0,0,0
22036,34,29,2020,10,RESIDENTIAL,3,0,0,0,0
22037,34,29,2020,11,AGRICULTURAL,18,0,0,0,0
22038,34,29,2020,11,RESIDENTIAL,11,1,0,0,0
22039,34,29,2020,12,RESIDENTIAL,18,3,0,0,0
22040,34,31,2018,1,COMMERCIAL,7,3,0,0,0
22041,34,31,2018,2,COMMERCIAL,7,2,0,0,0
22042,34,31,2018,2,FOREST,1,0,0,0,0
22043,34,31,2018,3,COMMERCIAL,2,1,0,0,0
22044,34,31,2018,3,FOREST,27,0,0,0,0
22045,34,31,2018,4,FOREST,27,3,0,0,0
22046,34,31,2018,5,FOREST,22,8,0,1,0
22047,34,31,2018,6,COMMERCIAL,0,1,0,0,0
22048,34,31,2018,6,FOREST,25,4,0,0,0
22049,34,31,2018,7,COMMERCIAL,0,2,0,0,0
22050,34,31,2018,7,FOREST,20,8,0,1,0
22051,34,31,2018,8,COMMERCIAL,1,2,0,0,0
22052,34,31,2018,8,FOREST,24,0,0,0,0
22053,34,31,2018,9,COMMERCIAL,1,0,0,0,0
22054,34,31,2018,9,FOREST,28,1,0,0,0
22055,34,31,2018,10,COMMERCIAL,2,0,0,0,0
22056,34,31,2018,10,FOREST,29,0,0,0,0
22057,34,31,2018,11,COMMERCIAL,7,2,0,0,0
22058,34,31,2018,12,COMMERCIAL,8,3,0,0,0
22059,34,31,2019,1,COMMERCIAL,5,2,0,0,0
22060,34,31,2019,2,COMMERCIAL,6,0,0,0,0
22061,34,31,2019,2,FOREST,1,0,0,0,0
22062,34,31,2019,3,COMMERCIAL,2,1,0,0,0
22063,34,31,2019,3,FOREST,28,0,0,0,0
22064,34,31,2019,4,COMMERCIAL,1,1,0,0,0
22065,34,31,2019,4,FOREST,28,0,0,0,0
22066,34,31,2019,5,COMMERCIAL,1,2,0,0,0
22067,34,31,2019,5,FOREST,26,2,0,0,0
22068,34,31,2019,6,COMMERCIAL,3,1,0,0,0
22069,34,31,2019,6,FOREST,23,2,0,0,0
22070,34,31,2019,7,COMMERCIAL,1,2,0,0,0
22071,34,31,2019,7,FOREST,23,4,0,1,0
22072,34,31,2019,8,COMMERCIAL,2,0,0,0,0
22073,34,31,2019,8,FOREST,26,3,0,0,0
22074,34,31,2019,9,COMMERCIAL,1,0,0,0,0
22075,34,31,2019,9,FOREST,26,3,0,0,0
22076,34,31,2019,10,FOREST,31,0,0,0,0
22077,34,31,2019,11,COMMERCIAL,8,2,0,0,0
22078,34,31,2019,12,COMMERCIAL,7,3,0,0,0
22079,34,31,2020,1,COMMERCIAL,8,1,0,0,0
22080,34,31,2020,2,COMMERCIAL,7,2,0,0,0
22081,34,31,2020,2,FOREST,1,0,0,0,0
22082,34,31,2020,3,FOREST,31,0,0,0,0
22083,34,31,2020,4,FOREST,30,0,0,0,0
22084,34,31,2020,5,FOREST,30,1,0,0,0
22085,34,31,2020,6,FOREST,27,3,0,0,0
22086,34,31,2020,7,FOREST,26,5,0,0,0
22087,34,31,2020,8,FOREST,26,1,0,0,0
22088,34,31,2020,9,FOREST,29,1,0,0,0
22089,34,31,2020,10,FOREST,31,0,0,0,0
22090,34,31,2020,11,FOREST,5,0,0,0,0
22091,34,39,2018,1,COMMERCIAL,6,1,0,0,0
22092,34,39,2018,1,INDUSTRIAL,16,8,0,0,0
22093,34,39,2018,2,COMMERCIAL,0,1,0,0,0
22094,34,39,2018,2,INDUSTRIAL,20,7,0,0,0
22095,34,39,2018,3,INDUSTRIAL,25,6,0,0,0
22096,34,39,2018,4,COMMERCIAL,4,0,0,0,0
22097,34,39,2018,4,INDUSTRIAL,17,9,0,0,0
22098,34,39,2018,5,COMMERCIAL,1,0,0,0,0
22099,34,39,2018,5,INDUSTRIAL,22,8,0,0,0
